oid,name,entity,access,risk_level,recommended_role,danger_signals,description
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.71,zxAnPonOltIfC1DDropEvents,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.18,zxAnPonOltIfC1DRx1024To1518Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were between 1024 and 1518 octets in length inclusive (excluding framing bits but inclu…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.15,zxAnPonOltIfC1DRx128To255Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were between 128 and 255 octets in length inclusive (excluding framing bits but includi…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.16,zxAnPonOltIfC1DRx256To511Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were between 256 and 511 octets in length inclusive (excluding framing bits but includi…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.17,zxAnPonOltIfC1DRx512To1023Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were between 512 and 1023 octets in length inclusive (excluding framing bits but includ…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.13,zxAnPonOltIfC1DRx64Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.14,zxAnPonOltIfC1DRx65To127Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) received that were between 65 and 127 octets in length inclusive (excluding framing bits but includin…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.7,zxAnPonOltIfC1DRxBcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets received that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.55,zxAnPonOltIfC1DRxCorrFecCodes,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval correct FEC codes received.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.10,zxAnPonOltIfC1DRxCrcAlignErrors,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but h…"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.8,zxAnPonOltIfC1DRxDiscardPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval discarded packets received.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.56,zxAnPonOltIfC1DRxErrFecCodes,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval errored FEC codes received.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.9,zxAnPonOltIfC1DRxErrPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.19,zxAnPonOltIfC1DRxFragments,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Frame…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.20,zxAnPonOltIfC1DRxJabbers,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame Che…"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.6,zxAnPonOltIfC1DRxMcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.5,zxAnPonOltIfC1DRxNUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.2,zxAnPonOltIfC1DRxOctets,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.12,zxAnPonOltIfC1DRxOversizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well formed."
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.3,zxAnPonOltIfC1DRxPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.4,zxAnPonOltIfC1DRxUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.11,zxAnPonOltIfC1DRxUndersizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well formed…"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.1,zxAnPonOltIfC1DTimeElapsed,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,Number of seconds that have elapsed since the beginning of the current 1 day interval.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.52,zxAnPonOltIfC1DTx1024To1518Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but in…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.49,zxAnPonOltIfC1DTx128To255Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but incl…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.50,zxAnPonOltIfC1DTx256To511Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but incl…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.51,zxAnPonOltIfC1DTx512To1023Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but inc…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.47,zxAnPonOltIfC1DTx64Octets,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.48,zxAnPonOltIfC1DTx65To127Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but inclu…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.41,zxAnPonOltIfC1DTxBcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets transmitted that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.44,zxAnPonOltIfC1DTxCrcAlignErrors,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets transmitted that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, bu…"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.42,zxAnPonOltIfC1DTxDiscardPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval discarded packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.43,zxAnPonOltIfC1DTxErrPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval error packets transmitted.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.53,zxAnPonOltIfC1DTxFragments,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval packets transmitted that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Fr…
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.54,zxAnPonOltIfC1DTxJabbers,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame …"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.40,zxAnPonOltIfC1DTxMcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets transmitted that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.39,zxAnPonOltIfC1DTxNUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets transmitted that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.36,zxAnPonOltIfC1DTxOctets,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval octets of data (including those in bad packets) sent on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.46,zxAnPonOltIfC1DTxOversizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets transmitted that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well form…"
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.37,zxAnPonOltIfC1DTxPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets (including bad packets, broadcast packets, and multicast packets) transmitted."
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.38,zxAnPonOltIfC1DTxUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current 1 day interval good packets transmitted that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.4.1.45,zxAnPonOltIfC1DTxUndersizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current 1 day interval packets transmitted that were less than 64 octets long (excluding framing bits,but including FCS octets) and were otherwise well form…"
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.70,zxAnPonOltIfCMinCollisions,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval best estimate of collisions on this olt interface.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.71,zxAnPonOltIfCMinDropEvents,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval events in which packets were dropped by the probe due to lack of resources.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.18,zxAnPonOltIfCMinRx1024To1518Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were between 1024 and 1518 octets in length inclusive (excluding framing bits but inc…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.15,zxAnPonOltIfCMinRx128To255Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were between 128 and 255 octets in length inclusive (excluding framing bits but inclu…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.16,zxAnPonOltIfCMinRx256To511Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were between 256 and 511 octets in length inclusive (excluding framing bits but inclu…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.17,zxAnPonOltIfCMinRx512To1023Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were between 512 and 1023 octets in length inclusive (excluding framing bits but incl…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.13,zxAnPonOltIfCMinRx64Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were 64 octets in length (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.14,zxAnPonOltIfCMinRx65To127Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) received that were between 65 and 127 octets in length inclusive (excluding framing bits but includ…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.7,zxAnPonOltIfCMinRxBcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to the broadcast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.55,zxAnPonOltIfCMinRxCorrFecCodes,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval correct FEC codes received.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.10,zxAnPonOltIfCMinRxCrcAlignErrors,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that had a length (excluding framing bits, but including FCS octets) of between 64 and 1518 octets, inclusive, but…"
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.8,zxAnPonOltIfCMinRxDiscardPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval discarded packets received.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.56,zxAnPonOltIfCMinRxErrFecCodes,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval errored FEC codes received.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.9,zxAnPonOltIfCMinRxErrPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval error packets received.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.19,zxAnPonOltIfCMinRxFragments,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets received that were less than 64 octets in length (excluding framing bits but including FCS octets) and had either a bad Fra…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.20,zxAnPonOltIfCMinRxJabbers,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets), and had either a bad Frame C…"
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.6,zxAnPonOltIfCMinRxMcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a multicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.5,zxAnPonOltIfCMinRxNUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a non-unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.2,zxAnPonOltIfCMinRxOctets,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval octets of data (including those in bad packets) received on the network (excluding framing bits but including FCS octets).
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.12,zxAnPonOltIfCMinRxOversizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were longer than 1518 octets (excluding framing bits, but including FCS octets) and were otherwise well forme…"
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.3,zxAnPonOltIfCMinRxPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current minutes interval packets (including bad packets, broadcast packets, and multicast packets) received."
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.4,zxAnPonOltIfCMinRxUcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval good packets received that were directed to a unicast address.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.11,zxAnPonOltIfCMinRxUndersizePkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,"The current minutes interval packets received that were less than 64 octets long (excluding framing bits, but including FCS octets) and were otherwise well form…"
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.1,zxAnPonOltIfCMinTimeElapsed,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,Number of seconds that have elapsed since the beginning of the current minutes interval.
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.52,zxAnPonOltIfCMinTx1024To1518Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 1024 and 1518 octets in length inclusive (excluding framing bits but …
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.49,zxAnPonOltIfCMinTx128To255Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 128 and 255 octets in length inclusive (excluding framing bits but in…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.50,zxAnPonOltIfCMinTx256To511Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 256 and 511 octets in length inclusive (excluding framing bits but in…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.51,zxAnPonOltIfCMinTx512To1023Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 512 and 1023 octets in length inclusive (excluding framing bits but i…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.48,zxAnPonOltIfCMinTx65To127Octs,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval packets (including bad packets) transmitted that were between 65 and 127 octets in length inclusive (excluding framing bits but inc…
1.3.6.1.4.1.3902.1082.500.4.2.1.10.1.41,zxAnPonOltIfCMinTxBcastPkts,entity.zte.gpon.device.olt,read-only,SAFE,monitor,read-only,The current minutes interval good packets transmitted that were directed to the broadcast address.
